Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Acrobotrys tritubus,Acrosphaera lappacea,Acrosphaera murrayana,Acrosphaera muse,Acrosphaera spinosa,Acrospyris lingi,Actinomma antarcticum,Actinomma boreale,Actinomma delicatulum,Actinomma haysi,Actinomma leptodermum,Actinomma medianum,Actinomma popofskii,Amphimelissa setosa,Amphirhopalum ypsilon,Amphisphaera nigriniae,Anthocyrtidium angulare,Anthocyrtidium jenghisi,Artobotrys  borealis,Artostrobus annulatus,Artostrobus jorgenseni,Axoprunum acquilonium,Axoprunum angelinum,Axoprunum bispiculum,Axoprunum stauraxonium,Botryostrobus aquilonaris,Botryostrobus auritus/australis,Buccinosphaera invaginata,Calocyclas motoyamai,Calocycletta costata,Calocycletta virginis,Carpocanarium papillosum,Cenosphaera coronata,Cenosphaera coronataformis,Ceratocyrtis galeus,Ceratocyrtis histricosa,Ceratospyris borealis,Circodiscus (?) circularis,Collonosphaera murrayana,Collosphaera huxleyi,Collosphaera macropora,Collosphaera mars,Collosphaera reynoldsi,Collosphaera tuberosa,Cornutella profunda,Cycladophora bicornis,Cycladophora cabrilloensis subhumerus,Cycladophora cornutoides,Cycladophora cosma cosma,Cycladophora davisiana,Cycladophora funakawai,Cycladophora nakasekoi,Cycladophora pliocenica,Cycladophora robusta,Cycladophora sakaii,Cycladophora teocalli,Cyrtocapsella cornuta,Cyrtocapsella japonica,Cyrtocapsella tetrapera,Cyrtopera languncula,Dendrospyris ? sakaii,Dendrospyris eurus,Dendrospyris futaba,Dendrospyris uruyaensis,Desmospyris stabilis,Diartus hughesi,Diartus pettersoni,Dictyocorine profunda,Dictyocoryne truncatum,Dictyophimus bullatus,Dictyophimus crisiae,Dictyophimus hirundo,Dictyophimus inflatus,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis penultima,Didymocyrtis tetrathalamus tetrathalamus,Didymocyrtis violina,Druppatractus irregularis,Drymyomma elegans,Eucecryphalus cervus,Eucecryphalus gegenbaueri,Euchitonia elegans,Euchitonia furcata,Euchitonia sp.,Eucyrtidium acuminatum,Eucyrtidium anomalum,Eucyrtidium calvertense,Eucyrtidium hexagonatum,Eucyrtidium hexasticum,Eucyrtidium inflatum,Eucyrtidium matuyamai,Eucyrtidium teuscheri group,Excentrodiscus japonisus,Heliodiscus asteriscus,Hexacontium akitaensis,Hexacontium arachnoidale,Hexacontium dionysus,Hexacontium enthacanthum,Hexacontium laevigatum,Hexacontium minerva,Hexacontium parviakitaensis,Hymeniastrum euclidis,Joergensenium apollo,Lamprocyrtis hannai,Lamprocyrtis heteroporos,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Larcopyle butschlii,Larcopyle polyacantha group,Larcopyle pylomaticus,Larcopyle weddelium,Lipmanella dictyoceras,Lipmanella redondoensis,Liriospyris reticulata,Lithelius barbatus Motoyama,Lithelius klingi,Lithelius minor,Lithocampe subligata,Lithomelissa setosa,Lithomelissa stigi,Lithopera bacca,Lithopera renzae,Lophophaena clevei,Lophophaena cylindrica,Lophospyris pentagona hyperborea,Lophospyris pentagona pentagona,Lychnocanoma kamtschatica,Lychnocanoma magnacornuta,Lychnocanoma nipponica nipponica,Lychnocanoma parallelipes,Lychnocanoma sakaii Morley and Nigrini,Lychnodictyum audax,Octopyle stenozona,Octopyle/Tetrapyle Group,Peripyramis circumtexta,Peripyramis woodringi,Phormospyris scaphipes,Phormospyris stabilis stabilis,Phormostichoartus corbula,Phormostichoartus doliolum,Phormostichoartus fistula,Phormostichoartus platycephala,Phorticium pylonium group,Plectacantha cremastoplegma,Plectacantha oikiskos,Porodiscus spp.,Pseudocubus obeliscus,Pseudodictyophimus gracilipes,Pterocanium grandiporus,Pterocanium korotnevi,Pterocanium praetextum,Pterocanium prismatium,Pterocanium trilobum,Pterocorys campanula,Pterocorys clausus,Pterocorys hertwigii,Pterocorys minythorax,Pterocorys zancleus,Saccospyris conithorax,Saturnalis circularis,Siphocampe arachnea group,Sphaeropyle antarctica,Sphaeropyle langii,Sphaeropyle robusta,Spirocyrtis scalaris,Spongaster pentas,Spongaster tetras irregularis,Spongaster tetras tetras,Spongocore puella,Spongodiscus cauleti,Spongodiscus resurgens,Spongodiscus sp.,Spongodiscus spp.,Spongopyle osculosa,Spongotrochus glacialis,Stichocorys delmontensis,Stichocorys peregrina,Stichocorys seriata,Stichocorys spp. group,Stichocorys wolffii,Stylacontarium bispiculum,Stylatractus universus,Stylochlamidium  venustum,Stylochlamydium bensoni,Stylodictya aculeata,Stylodictya multispina,Stylodictya tenuispina,Stylosphaera magnaporulosa,Thecosphaera akitaensis,Thecosphaera japonica,Thecosphaera miocenica,Thecosphaera pseudojaponica,Theocorys redondoensis,Theocorythium trachelium,Theocorythium vetulum,Theocotyle conica,Zygospyris productus,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1426A-33H-CC-PAL,0,5,279.88,279.93,,,,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,346,U1426,A,33,H,CC,PAL,f71b0558f85b691a36b0b6cc2c57c424
346-U1426A-35H-CC-PAL,0,5,289.2,289.25,,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,C,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,P,,,,,,,,,,,,346,U1426,A,35,H,CC,PAL,49b89e608acda5ae176c2a7cd490dc7f
346-U1426A-37H-CC-PAL,0,5,298.37,298.42,,,,G,F,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,346,U1426,A,37,H,CC,PAL,076f6e05cbe6fbc22fa00518792722e1
346-U1426A-39H-CC-PAL,0,4,302.87,302.91,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,39,H,CC,PAL,9edf04f8955733308b803ef4a5ab89a8
346-U1426A-41H-CC-PAL,0,5,312.5,312.55,,,,P,F,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,41,H,CC,PAL,4c871f5ed63bd3ffbd0a897657ab7393
346-U1426A-43H-CC-PAL,0,5,321.7,321.75,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,C,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,346,U1426,A,43,H,CC,PAL,602594180a7b59f34427f8281705e304
346-U1426A-45H-CC-PAL,0,5,331.13,331.18,,,,G,A,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,F,,,,,,,,,,,,346,U1426,A,45,H,CC,PAL,3c2960a5900bed9dc79333f61f150246
346-U1426A-47H-CC-PAL,0,5,340.44,340.49,,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,346,U1426,A,47,H,CC,PAL,430cdd0ec772d9b50aa02279f50b8e90
346-U1426A-49H-CC-PAL,0,5,349.83,349.88,,,,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,A,,,,,,,,,,,,,,,,,,,346,U1426,A,49,H,CC,PAL,df6850f7a974def8e21d89ad2dcc9a28
346-U1426A-51H-CC-PAL,0,5,359.27,359.32,,,,G,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,F,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,P,,,,,,,,,,,,346,U1426,A,51,H,CC,PAL,6e085365eeb3a0ebe9e3347febd32be8
346-U1426A-53H-CC-PAL,0,5,368.69,368.74,,,,G,C,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,P,,,,,,,,,,346,U1426,A,53,H,CC,PAL,527e7db3502d219edb1733a15456ae8d
346-U1426A-55H-CC-PAL,0,5,378.14,378.19,,,"B Hexacontium parviakitaensis  (Gradstein et al., 2012)",M,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,346,U1426,A,55,H,CC,PAL,6b466e7cf0c37270baf2275ee9fa519f
346-U1426A-56H-CC-PAL,0,5,382.72,382.77,,,,G,C,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,P,,,,,,,,,,,,346,U1426,A,56,H,CC,PAL,792d7339b3a839b8f91e6883c277d71a
346-U1426A-57H-CC-PAL,0,5,387.4,387.45,,,"RI Siphocampe arachnea  (Gradstein et al., 2012)",G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,P,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,346,U1426,A,57,H,CC,PAL,b47551276f79bb2c9c12267130f8596a
346-U1426A-58H-CC-PAL,0,5,392.07,392.12,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,346,U1426,A,58,H,CC,PAL,f34445a437916034af6a6b0e57db9e02
346-U1426A-59H-CC-PAL,0,4,396.83,396.87,,,,M,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,P,,,,,,,,,,,,346,U1426,A,59,H,CC,PAL,f8828428f81728694699f2e3fa44eef3
