Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum group,Datum group code,Datum type,Datum region,Datum name generic,Datum author year,Datum validation comment,Datum status,Datum comment,Datum age minimum [Ma],Datum age average [Ma],Datum age maximum [Ma],Datum occurrence,Zone name (short),Zone name,Zone author (year),Zone group,Type (upper zone),Genus/species (upper zone),Type (lower zone),Genus/species lower zone),Zone status,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Agglutinated spp. (indeterminate),Amphicoryna scalaris,Anomalinoides globulosus,Bolivina pusilla,Bolivina robusta,Bolivinita quadrilatera,Bulimina aculeata,Bulimina barbata,Bulimina sp.,Bulimina striata gr.,Cassidulina carinata,Cassidulina sp.,Chrysalogonium tenuicostatum,Chilostomella oolina,Cibicides bradyi,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundulus,Cibicidoides renzi,Cibicidoides sp.,Cyclammina trullissata,Dentalina communis,Eggerella bradyi,Ehrenbergina pacifica,Epistominella exigua,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Gavelinopsis lobatulus,Globobulimina affinis,Globocassidulina subglobosa,Globogyroidina boninensis,Gyroidinoides neosoldanii,Hoeglundina elegans,Karreriella bradyi,Laticarinina pauperata,Lagena sp.,Lenticulina rotulata,Lenticulina sp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Nonionella sp.,Nodosaria longiscata,Nuttallides umbonifera,Oridorsalis umbonatus,Oolina globosa,Parafissurina sp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella brevis,Pleurostomella sp. A,Pseudonodosaria sp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyrgo lucernula,Pyrgo murrhina,Pyrgo sp.,Quinqueloculina lamarckiana,Quinqueloculina sp.,Recurvoides sp.,Rhabdammina? sp.,"Rhizammina sp. (Kaiho, 1992)",Rhizammina sp.,Sigmoilopsis schlumbergeri,Sphaeroidina bulloides,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Tosaia hanzawai,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispida,Uvigerina hispidocostata,Uvigerina senticosa,Uvigerina sp.,Shore File Links,File Data,eodp_id
350-U1437D-53R-CC-PAL-FORAM,350,U1437,D,53,53-CC,R,CC,PAL,FORAM,0,5,922.5,922.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 agglutinated in 1/2 split ;,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,f4335c2a170e579a70f703f298082087
350-U1437D-54R-CC-PAL-FORAM,350,U1437,D,54,54-CC,R,CC,PAL,FORAM,0,5,930.9,930.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 benthic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce43ab45987701e88ffcd949bc8a288c
350-U1437D-55R-CC-PAL-FORAM,350,U1437,D,55,55-CC,R,CC,PAL,FORAM,0,5,940.56,940.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 specimens in whole sample.,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,P,,,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0cf80f9de3e7b4c1f75ead492e0b4352
350-U1437D-56R-CC-PAL-FORAM,350,U1437,D,56,56-CC,R,CC,PAL,FORAM,0,5,951.52,951.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 identifiable benthics in whole sample.,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,221c2048b8491ddd8e946eeaf4f0598a
350-U1437D-57R-CC-PAL-FORAM,350,U1437,D,57,57-CC,R,CC,PAL,FORAM,0,5,958.04,958.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 recognisable benthics in whole sample.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0f1a57c2e4ea5a52fa589dea20be3c8
350-U1437D-58R-CC-PAL-FORAM,350,U1437,D,58,58-CC,R,CC,PAL,FORAM,0,5,970.11,970.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 identifiable specimens in whole sample.,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6d91423957bc20c39202ae42fcbab0c
350-U1437D-60R-CC-PAL-FORAM,350,U1437,D,60,60-CC,R,CC,PAL,FORAM,0,5,986.99,987.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 specimens in 1/4 split.,,,,,,,,,,,,,,,,,P,,,,P,,,P,,,,,,P,,,,,,,,,P,,,,,P,,,,,P,,,,,,,,P,P,P,,,,,,,,,,,P,,,,,P,,,,,,,,,,8b7256e065bb117dee80c5ddbbe210fe
350-U1437D-61R-CC-PAL-FORAM,350,U1437,D,61,61-CC,R,CC,PAL,FORAM,0,5,997.5,997.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 single very large lenticulina rotulatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57d9ef8c6d2a14035625c8f97fee2504
350-U1437D-62R-CC-PAL-FORAM,350,U1437,D,62,62-CC,R,CC,PAL,FORAM,0,5,1001.61,1001.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 in 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d56810a0d200c224d83b487276484873
350-U1437D-63R-1-PAL-FORAM,350,U1437,D,63,63-CC,R,CC,PAL,FORAM,0,4,1009.19,1009.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,7 benthic only in 1/4,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,07ab94370d5b5f244ad7932863030c0c
350-U1437D-64R-CC-PAL-FORAM,350,U1437,D,64,64-CC,R,CC,PAL,FORAM,0,5,1021.37,1021.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,71 specimens in whole sample.,,,,,,,,,,,,,,,,F,,,A,,,,R,,,,,,,,,,,,R,R,R,,,,,,,F,F,,,,R,,,,,,R,,A,R,,,,,,,,,R,,,R,,,,R,A,,,,,,F,,,,5a482a53711df3fbc8c5b23ae57594bf
350-U1437D-65R-CC-PAL-FORAM,350,U1437,D,65,65-CC,R,CC,PAL,FORAM,0,5,1027.01,1027.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 specimens in half split.,,,,,,,,,,,,,,,,R,,,R,,R,,,R,,,,,,,,,,,R,,,,R,,,,,A,,,,,,,,,,,,,A,,R,R,,F,,,,,A,,,,,,,A,R,,,,,F,R,R,,,3a5473aae9be475703f038b4552d0bef
350-U1437D-66R-CC-PAL-FORAM,350,U1437,D,66,66-CC,R,CC,PAL,FORAM,0,5,1034.11,1034.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,5 specimens in 1/2 split.,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,R,,,1417d66626b866cdf70d1dc0665cdf63
350-U1437D-68R-CC-PAL-FORAM,350,U1437,D,68,68-CC,R,CC,PAL,FORAM,0,5,1049.71,1049.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,4 specimens in 1/4 and one ostracod,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,9cf1778498b36115d4d7a5215be2bfa0
350-U1437D-69R-CC-PAL-FORAM,350,U1437,D,69,69-CC,R,CC,PAL,FORAM,0,5,1060.31,1060.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,barren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dccfd23eef1a0b15255c30fb41390222
350-U1437D-70R-CC-PAL-FORAM,350,U1437,D,70,70-CC,R,CC,PAL,FORAM,0,7,1075.07,1075.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa1604573e1617e47428baf18a9ce49b
350-U1437D-71R-CC-PAL-FORAM,350,U1437,D,71,71-CC,R,CC,PAL,FORAM,0,5,1078.98,1079.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0 specimens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1ead05dad28d3bc8473582f487fdee7
350-U1437D-72R-CC-PAL-FORAM,350,U1437,D,72,72-CC,R,CC,PAL,FORAM,0,4,1088.8,1088.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,R,,,,Whole sample examined.,,,,,,,,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82668328f12b6de41e013dd4e5a23e95
