Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1462C-135R-CC-PAL-NANNO,0,7,703.74,703.81,,,G [P33],A,,P,R,,,,,,,,,,,,,,R,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,P,,,F,C,P,A,C,,C,,P,P,,,,,,,,F,,,R,P,,,,,,,,,,,R,reworked R. bisecta and Cy. floridanus,,,,356,U1462,C,135,R,CC,PAL,83b285cd99cd3b2c172481fe42f52b1d
356-U1462C-137R-CC-PAL-NANNO,0,5,723.74,723.79,,,G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,C,R,A,C,,C,,P,,,P,,,,,,F,,,R,,,,,,,,,,,,F,reworked R. bisecta (F) and Cy. floridanus (R),,,,356,U1462,C,137,R,CC,PAL,7636b58647c2253837ec14e1376c0e09
356-U1462C-139R-CC-PAL-NANNO,0,5,742.66,742.71,,,G [P33],A,,,P,,,,,,,,,,P,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,C,R,A,C,,C,,,,,R,,,,,,F,,,,P,,,,,,P,,,R,,R,reworked R. bisecta and Cy. floridanus,,,,356,U1462,C,139,R,CC,PAL,c799e18d9bec76242b67bbcb305265ea
356-U1462C-141R-CC-PAL-NANNO,0,6,759.59,759.65,,,G [P33],A,,,R,,,,,,,,,,,,,,R,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,P,,,F,C,F,A,A,,C,,,R,,R,,,,,,P,,,,,,,,,P,,,P,P,,F,reworked R. bisecta (F) and Cy. floridanus (R),,,,356,U1462,C,141,R,CC,PAL,6fc389d691eb3787b3947dbcbe688852
356-U1462C-143R-CC-PAL-NANNO,0,5,778.07,778.12,,,G [P33],A,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,R,R,,A,C,,C,,,R,,P,,F,,,,,,,,,,,,P,,,,R,,,F,"reworked R. bisecta (F), Cy. floridanus (F), and Cy. abisectus (P)",,,,356,U1462,C,143,R,CC,PAL,cae6c5afb5b36366d58f6f16929bba99
356-U1462C-145R-CC-PAL-NANNO,0,6,786.62,786.68,,,G [P33],C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,R,P,C,C,,A,,,,,,,F,,,,,,,,,,,,,,,,,,,F,reworked R. bisecta (R) and Cy. floridanus (F),,,,356,U1462,C,145,R,CC,PAL,4982413f025a636cb2b5bc7f404d20a8
356-U1462C-149R-CC-PAL-NANNO,0,5,809.1,809.15,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G [P33],A,,,P,,,,,,,,,,P,,,,,,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,F,P,R,A,C,,A,,,P,,,,F,,,,F,,,P,,,,,P,P,,,R,,,F,reworked R. bisecta (R) and Cy. floridanus (F),,,,356,U1462,C,149,R,CC,PAL,e49905b4d54bc729c4ac1d464f53c6c9
356-U1462C-150R-CC-PAL-NANNO,0,5,814.08,814.13,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,P,R,A,C,,A,,,,,,,F,,,,R,,,,P,,,,P,,,,R,,,F,R. rotaria (NN11B); reworked R. bisecta (R) and Cy. floridanus (F),,,,356,U1462,C,150,R,CC,PAL,b90bc6f050fc20395bb55b0ed0d028ce
356-U1462C-151R-CC-PAL-NANNO,0,5,818.23,818.28,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,R,,R,A,C,,A,,,R,,R,,F,,,,R,,,,P,,,,,,,,P,,,F,R. rotaria (NN11B); reworked R. bisecta (R) and Cy. floridanus (F),,,,356,U1462,C,151,R,CC,PAL,5ca8cfb2f97cd06fe6ae52a3b8f69c29
356-U1462C-152R-CC-PAL-NANNO,0,5,824.37,824.42,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,C,VA,A,,C,,,,,,,F,,,,F,,,,P,,,,,,,,,,,,R. rotaria (NN11B); 5-rayed discoasters with no bifurcations.,,,,356,U1462,C,152,R,CC,PAL,de5fdc59fa851f34d1ad2dd198632a2a
356-U1462C-153R-CC-PAL-NANNO,0,5,827.6,827.65,,,G [P33],A,,,,,,,,,,,,,,,,,,,,,,,F,F,,,P,C,,,,,,,,,,,,,,,,,,,,,F,P,C,VA,A,,A,,,,,,,F,,,,P,,F,,P,,,,,,,,P,,,,,,,,356,U1462,C,153,R,CC,PAL,dc59f7d70fb02a21651c2621975704ef
356-U1462C-157R-CC-PAL-NANNO,0,5,844.64,844.69,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,157,R,CC,PAL,9c9aa6a7844bb9b06b39e3f3cd71f7c2
356-U1462C-159R-CC-PAL-NANNO,0,5,854.23,854.28,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,159,R,CC,PAL,d4381a8780329ab8ee1b5ee2e10173c1
356-U1462C-161R-CC-PAL-NANNO,0,5,862.52,862.57,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,161,R,CC,PAL,4698dc57dcbd65c3857466214e471392
356-U1462C-163R-CC-PAL-NANNO,0,5,872.25,872.3,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,163,R,CC,PAL,9f739b30f9007a72f1804f477366f790
356-U1462C-165R-CC-PAL-NANNO,0,5,882.88,882.93,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,165,R,CC,PAL,7c96335aced5b917d4d85bf11365763a
356-U1462C-167R-CC-PAL-NANNO,0,7,892.06,892.13,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,167,R,CC,PAL,ae761797616628346a8c3d15a0f812db
356-U1462C-169R-CC-PAL-NANNO,0,4,901.67,901.71,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,169,R,CC,PAL,0b5b4197b7b9d03743b79f18d2107666
356-U1462C-172R-CC-PAL-NANNO,0,5,916.71,916.76,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,172,R,CC,PAL,3ed0081736dde2f0730f84b97b228b09
356-U1462C-173R-CC-PAL-NANNO,0,6,921.36,921.42,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,173,R,CC,PAL,1257e2f14314ad81178430f3e688e138
356-U1462C-175R-CC-PAL-NANNO,0,7,932.27,932.34,,,G [P33],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,175,R,CC,PAL,7553605cd7277c58295a0bab734038ad
356-U1462C-177R-CC-PAL-NANNO,0,5,942.35,942.4,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,C,177,R,CC,PAL,c2fb28e1d6560cf4c6f095d0f2229418
