Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name,Preservation,Group Abundance,Stylatractus universus,Antarctissa cylindrica,Pterocanium charybdeum trilobum,Cycladophora pliocenica,Triceraspyris antarctica,Eucyrtidium calvertense,Helotholus vema,Desmospyris spongiosa,Cycladophora davisiana,Prunopyle titan,Lampromitra coronata,Lychnocanium grande,Amphymenium challengerae,Acrosphaera? labrata,Cycladophora spongothorax,Stichocorys peregrina,Lithomelissa stigi,Acrosphaera australis,Acrosphaera murrayana,Cycladophora humerus,Eucyrtidium pseudoinflatum,Actinomma golownini,Dendrospyris megalocephalis,Antarctissa deflandrei,Antarctissa robusta,Lychnocanoma sp. B Abelmann,Eucyrtidium punctatum,Gondwanaria deflandrei,Cycladophora golli regipileus,Cyrtocapsella longithorax,Stylosphaera radiosa,Cycladophora antiqua,Cyrtocapsella tetrapera,Ceratocyrtis cucullaris,Ceratocyrtis mashae,Cornutella clathrata,Corythospyris fiscella,Cycladophora golli golli,Cyrtocapsella robusta,Cystophormis brevispina,Desmospyris rhodospyroides,Didymocyrtis sp.,Gondwanaria japonica,Haliommetta miocenica,Helotholus? haysi,Lithatractus timmsi?,Lychnocanoma sp. A Abelmann,Lychnocanoma conica,Lamprocyclas aegles,Prunopyle hayesi,Siphonosphaera vesuvius,Spongomelissa dilli,Stylatractus santaeannae,Velicucullus sp. cf. oddgurneri,Acanthodesmia spp.,Actinomma popofskii,Acrosphaera? mercurius,Acrosphaera spinosa echinoides,Actinomma antarcticum,Actinomma boreale,Actinomma delicatulum,Actinomma leptodermum,Actinomma leptodernum longispinum,Amphistylus angelinus,Antarctissa denticulata,Antarctissa strelkovi,Anthocyrtella (?) callopisma,Botryostrobus auritus/australis,Carposphaera annikae,Cenosphaera cristata,Ceratocyrtis spp.,Ceratocyrtis histricosa,Cladoscenium ancoratum,Cornutella profunda,Cycladophora bicornis,Cycladophora conica,Cystophormis ob,Dendrospyris ? sakaii,Dictyophimus crisiae,Druppatractus hastatus,Enneaphormis rotula,Eucyrtidium annulatum,Eucyrtidium cienkowskii,Eucyrtidium inflatum,Hexacontium melpomene,Hexacontium pachydermum,Hexastylus spp.,Larcopyle nebulum,Larcopyle pylomaticus,Larcopyle weddellium,Lithelius minor,Lithelius nautiloides,Lithelius sp. A,Lithocampe platycephala,Lithomelissa ehrenbergii,Lithomelissa sp. A Petrushevskaya,Lithomelissa tricornis,Lychnocanoma sp. C Abelmann,Mitrocalpis araneafera,Octodendron spp. spines,Peripyramis circumtexta,Phaeodaria,Phormacantha hystrix/Plectacantha oikiskos group,Phormostichoartus corbula,Phorticium polycladum,Pseudodictyophimus gracilipes,Rhizoplegma boreale,Saccospyris antarctica,Saccospyris conithorax,Saccospyris praeantarctica,Saturnalis circularis,Siphocampe arachnea,Spongoplegma sp.,Spongopyle osculosa,Spongotrochus glacialis,Spongotrochus sp. A Abelmann,Sphaeropyle robusta,Prunopyle tetrapila,Stylacontarium bispiculum,Stylatractus neptunus,Stylochlamidium  venustum,Stylodictya spp.,Stylosphaera coronata laevis,Tessarastrum straussi,Theocorys redondoensis,Triceraspyris coronata,Tripildium (?) clavipes,Trisulcus nana,Comments,ADDITIONAL SPECIES,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
374-U1522A-60R-CC-PAL-RADS,0,5,548.9,548.95,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,60,R,CC,PAL,c1651bb9a1bed4f4d6672972cb80b6bd
374-U1522A-61R-CC-PAL-RADS,0,5,551.26,551.31,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-cellular membranes/phytoclasts probably Macrophyta (seaweed),,,,,374,U1522,A,61,R,CC,PAL,22fa3f6ffe9cef9df3f40a316d687be5
374-U1522A-62R-CC-PAL-RADS,0,2,562.14,562.16,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-cellular membranes/phytoclasts probably Macrophyta (seaweed),,,,,374,U1522,A,62,R,CC,PAL,0172cdee1287e1a92f40be8a9c4ac74b
374-U1522A-63R-CC-PAL-RADS,0,5,577.04,577.09,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-cellular membranes/phytoclasts probably Macrophyta (seaweed),,,,,374,U1522,A,63,R,CC,PAL,04d80473f85e7536bcc8b0ba3658ee94
374-U1522A-64R-CC-PAL-RADS,0,5,583.34,583.39,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-cellular membranes/phytoclasts probably Macrophyta (seaweed),,,,,374,U1522,A,64,R,CC,PAL,239493a6025ddd040143f90a5b592566
374-U1522A-65R-CC-PAL-RADS,0,5,594.98,595.03,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-cellular membranes/phytoclasts probably Macrophyta (seaweed),,,,,374,U1522,A,65,R,CC,PAL,3e6d706fca505511425aa174fd5da5b1
374-U1522A-66R-CC-PAL-RADS,0,5,601,601.05,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,66,R,CC,PAL,6e2806261b6320b05a7a4846712be438
374-U1522A-67R-CC-PAL-RADS,0,5,614.07,614.12,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,67,R,CC,PAL,45b0829fb82e21ed5cfa057ef9949983
374-U1522A-68R-CC-PAL-RADS,0,5,623.11,623.16,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,68,R,CC,PAL,b99a48a4e3446cee8be53e81c720d2b8
374-U1522A-69R-CC-PAL-RADS,0,5,626.73,626.78,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,69,R,CC,PAL,996578cedf6caf787a79ab786c9004ff
374-U1522A-70R-5-PAL-RADS,0,5,641.27,641.32,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,70,R,5,PAL,f1c19582a72d2957677ad26b5b5a0c1d
374-U1522A-71R-CC-PAL-RADS,0,5,651.43,651.48,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,71,R,CC,PAL,0178b39cd025da9898748b564cd9cae4
374-U1522A-72R-CC-PAL-RADS,0,5,660.65,660.7,,P,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,72,R,CC,PAL,2cfa7ca59e12e19fe475c7586bf240ae
374-U1522A-73R-CC-PAL-RADS,0,5,668.99,669.04,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,73,R,CC,PAL,97f3a59ef43d5134625273724d32511a
374-U1522A-74R-CC-PAL-RADS,0,5,676.78,676.83,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,74,R,CC,PAL,e79b5eb84a5bcd03999559fa66362ae5
374-U1522A-75R-CC-PAL-RADS,0,5,692.37,692.42,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,75,R,CC,PAL,e6ccd738325090e1473b4b67c4c8078c
374-U1522A-76R-CC-PAL-RADS,0,5,695.69,695.74,,P,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,U1522,A,76,R,CC,PAL,73230450a2a2537527942542463f029c
