Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Pseudammodochium sp. A	Pseudammodochium eximium	Naviculopsis spp.	Ebridians (indeterminate taxa)	Dictyocha carentis incerta	Corbisema elata	Corbisema apiculata	Ammodochium spp.	Actiniscus pentasterias s.l.	Naviculopsis aff. constricta	Hermesinopsis sp. A	Distephanus antiquus	Dictyocha rotundata rotundata	Dictyocha deflandrei	Pseudammodochium sp. B	Pseudammodochium dictyoides	Naviculopsis spp. fragments	Hermesinella conata	Dictyocha carentis carentis	Dictyocha bryonalis (medusoid)	Corbisema lamellifera constricta	Corbisema hastata	Carduifolia gracilis	Ammodochium sp. A	Ammodochium doliolum	Falsebria ambiqua	Distephanus crux crux	Corbisema reducta	Corbisema convexa	Ammodochium serotinum	Spongebria marthae	Naviculopsis eobiapiculata	Naviculopsis aspera	Hermesinum acus	Hermesinopsis valida	Haplohermesinum cornuta	Distephanus speculum  pentagonus	Dictyocha transitoria	Dictyocha spp.	Dictyocha rotundata secta	Dictyocha bryonalis subsp. A	Dictyocha bryonalis bryonalis	Corbisema spp.	Corbisema globulata	Ammodochium danicum	Septamesocena apiculata glabra	Pseudammodochium spp.	Naviculopsis minor	Macrora stella	Hermesinum obliquum	Hermesinum geminum	Haplohermesinum hovassei	Ebriopsis crenulata	Ditripodium spp.	Distephanus speculum f. schulzii	Distephanus crux subsp. A	Dictyocha martinii	Cannopilus hemisphaericus	Cannopilus cf. hemisphaericus	Ammodochium pyramidale	Actiniscidians indetrminate taxa	Naviculopsis biapiculata	Hermesinopsis exigua	Hermesinella schulzii	Foliactiniscus atlanticus	Falsebria rossica	Carduifolia spp.	Cannopilus jouseae	Distephanus speculum speculum	Distephanus speculum (diverse forms)	Corbisema triacantha s.l.	Hermesinella fenestrata	Ammodochium rectangulare	Distephanus norvegiensis	Corbisema lamellifera lamellifera	Dictyocha precarentis	Actiniscus elongatus	Haplohermesinum sp. A	Carduifolia onopordoides	Hermesinella cf. transversa	Corbisema spinosa	Mesocena quadrangula	Corbisema lamellifera hastata	Corbisema angularis	Synuracean taxa	Distephanus speculum speculum f. septenarius	Hermesinopsis spp.	Distephanus paulii	Dictyocha obliqua	Corbisema archangelskiana	Hermesinella paraconata	Lyramula furcula	Thranium sp.	Comment

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 26	X	 6	  57.00	    243.2700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	P                 	                      	                        	                 	R                             	                          	T              	                   	R               	                            	                            	                   	                    	                             	                    	                      	                           	                           	                   	                           	                              	                                	                 	                    	R                	                    	                 	                     	R                	R                	                     	                  	                          	                   	               	                    	                       	                                	                     	              	                         	                            	                             	              	                   	                   	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	T                       	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 27	X	 1	  57.00	    245.4700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	R                     	R                       	                 	R                             	                          	               	R                  	R               	                            	R                           	                   	                    	R                            	R                   	                      	R                          	                           	                   	R                          	                              	                                	R                	                    	R                	R                   	                 	                     	                 	T                	                     	R                 	                          	                   	               	T                   	                       	                                	                     	R             	R                        	                            	R                            	              	R                  	                   	                              	R                    	                  	              	                   	                  	                        	R                  	                	                                	                         	                  	                         	                             	                      	R                               	T                       	                    	                     	                         	                 	                	                  	                             	                                    	R                        	                       	                        	                        	T                                	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 27	X	 2	  57.00	    246.9700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	F                     	F                       	R                	C                             	F                         	               	R                  	R               	                            	R                           	R                  	                    	F                            	F                   	C                     	R                          	                           	                   	R                          	                              	R                               	R                	                    	F                	R                   	                 	                     	R                	R                	R                    	R                 	                          	R                  	               	R                   	                       	                                	R                    	R             	R                        	                            	R                            	              	R                  	R                  	                              	R                    	R                 	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	R                               	T                       	R                   	                     	                         	R                	                	                  	                             	                                    	                         	                       	R                       	                        	R                                	R                    	                    	                     	                        	                           	                 	                    	                             	R                  	               	                                            	R                 	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 27	X	 3	  57.00	    248.4700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	R                     	F                       	                 	F                             	F                         	R              	R                  	R               	R                           	R                           	R                  	                    	F                            	F                   	F                     	R                          	                           	                   	R                          	                              	                                	                 	                    	R                	                    	                 	                     	R                	R                	                     	R                 	R                         	                   	               	R                   	                       	                                	                     	R             	R                        	                            	R                            	R             	                   	R                  	                              	                     	R                 	              	                   	                  	                        	                   	                	                                	                         	                  	                         	R                            	                      	                                	                        	R                   	                     	                         	R                	                	                  	                             	                                    	                         	                       	                        	R                       	R                                	R                    	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 27	X	 4	  57.00	    249.9700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	R                       	R                	F                             	R                         	R              	                   	R               	R                           	R                           	R                  	                    	R                            	R                   	F                     	R                          	                           	                   	R                          	                              	R                               	                 	                    	R                	R                   	                 	C                    	                 	                 	                     	R                 	                          	R                  	               	R                   	R                      	R                               	                     	              	                         	                            	                             	              	                   	R                  	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	R                        	                             	R                     	                                	                        	R                   	                     	                         	                 	                	R                 	R                            	                                    	                         	                       	                        	                        	R                                	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	R                                           	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 27	X	 5	  57.00	    251.4700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	                      	R                       	R                	R                             	                          	R              	R                  	R               	F                           	                            	                   	                    	R                            	R                   	R                     	                           	                           	                   	                           	R                             	                                	                 	R                   	R                	                    	                 	C                    	R                	                 	                     	                  	                          	                   	               	R                   	                       	R                               	                     	              	R                        	                            	                             	              	                   	                   	                              	                     	R                 	              	                   	                  	                        	                   	                	                                	                         	                  	R                        	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	R                            	R                                   	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	R                  	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 28	X	 1	  57.00	    255.1700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	R                     	R                       	R                	R                             	R                         	               	R                  	R               	R                           	T                           	T                  	                    	R                            	                    	R                     	R                          	                           	                   	R                          	                              	R                               	R                	T                   	F                	R                   	R                	R                    	R                	T                	                     	R                 	R                         	R                  	               	R                   	                       	                                	T                    	R             	R                        	                            	                             	R             	                   	                   	                              	R                    	R                 	              	                   	                  	                        	R                  	                	                                	                         	                  	                         	R                            	                      	                                	                        	                    	                     	                         	                 	                	R                 	                             	                                    	                         	                       	                        	                        	T                                	T                    	                    	                     	R                       	                           	                 	                    	T                            	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 28	X	 2	  48.00	    256.5800	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	P                 	R                     	R                       	                 	R                             	R                         	               	                   	                	                            	R                           	R                  	                    	                             	R                   	                      	R                          	                           	                   	T                          	                              	                                	                 	                    	R                	                    	                 	                     	R                	R                	                     	                  	                          	                   	               	                    	                       	                                	                     	              	                         	                            	R                            	              	                   	                   	                              	                     	R                 	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	R                	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	T                            	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 28	X	 3	  57.00	    258.1700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	P                 	                      	R                       	                 	R                             	R                         	T              	                   	                	                            	                            	                   	                    	R                            	R                   	R                     	                           	                           	                   	                           	                              	                                	                 	                    	R                	                    	R                	                     	R                	T                	                     	                  	R                         	                   	               	                    	                       	                                	                     	T             	                         	                            	T                            	              	                   	                   	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	R                                	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 28	X	 4	  56.00	    259.6600	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	R                     	R                       	                 	F                             	F                         	               	R                  	R               	F                           	R                           	R                  	                    	R                            	T                   	F                     	R                          	                           	                   	R                          	                              	                                	                 	R                   	R                	                    	T                	                     	T                	T                	                     	T                 	                          	                   	               	                    	                       	T                               	                     	              	R                        	                            	R                            	              	                   	R                  	                              	R                    	R                 	              	                   	                  	                        	R                  	                	                                	                         	                  	                         	                             	                      	                                	                        	R                   	                     	                         	T                	                	R                 	                             	                                    	                         	                       	T                       	                        	R                                	                     	                    	                     	T                       	                           	                 	                    	                             	                   	R              	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 28	X	 5	  57.00	    261.1700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	R                     	R                       	                 	F                             	R                         	               	                   	                	F                           	                            	                   	R                   	R                            	R                   	R                     	                           	+                          	                   	                           	                              	                                	                 	R                   	R                	R                   	                 	F                    	                 	T                	                     	R                 	                          	                   	F              	                    	                       	R                               	                     	              	                         	                            	R                            	              	                   	                   	T                             	                     	                  	              	                   	                  	                        	R                  	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	R                            	                                    	                         	T                      	                        	                        	R                                	                     	                    	                     	                        	                           	R                	                    	T                            	R                  	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 28	X	 6	  57.00	    262.6700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	F                       	                 	F                             	R                         	               	R                  	R               	F                           	                            	                   	R                   	R                            	R                   	R                     	                           	+                          	                   	                           	                              	                                	                 	R                   	R                	                    	                 	R                    	R                	                 	                     	                  	                          	                   	R              	                    	                       	                                	                     	              	                         	                            	R                            	              	                   	R                  	                              	                     	                  	              	R                  	                  	                        	R                  	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	R                 	                             	                                    	                         	                       	R                       	                        	                                 	                     	                    	                     	                        	                           	R                	R                   	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 29	X	 1	  57.00	    264.7700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	Fr             	P                 	                      	R                       	                 	R                             	                          	               	                   	R               	R                           	                            	                   	                    	                             	                    	R                     	                           	                           	                   	                           	                              	                                	                 	R                   	R                	R                   	                 	                     	                 	                 	                     	R                 	                          	                   	               	T                   	                       	                                	                     	              	                         	                            	                             	              	                   	R                  	                              	                     	                  	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	                        	                    	                     	                         	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 29	X	 4	  57.00	    269.2700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	PM                	R                     	R                       	                 	F                             	R                         	               	                   	                	                            	                            	R                  	                    	R                            	R                   	R                     	                           	                           	                   	R                          	                              	                                	                 	                    	R                	                    	                 	                     	R                	                 	                     	R                 	                          	                   	               	T                   	                       	                                	                     	              	                         	                            	T                            	              	                   	                   	                              	                     	R                 	              	                   	                  	                        	                   	                	                                	                         	                  	                         	                             	                      	                                	R                       	                    	                     	                         	R                	                	                  	                             	                                    	                         	                       	                        	                        	T                                	                     	                    	                     	T                       	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 29	X	 5	  57.00	    270.7700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	R                     	R                       	                 	F                             	R                         	               	                   	R               	F                           	                            	R                  	                    	                             	                    	R                     	                           	+                          	R                  	R                          	                              	                                	                 	F                   	R                	                    	                 	C                    	                 	                 	                     	                  	                          	                   	               	                    	R                      	R                               	                     	              	                         	                            	R                            	              	                   	                   	                              	                     	                  	R             	                   	                  	                        	R                  	                	                                	                         	                  	R                        	                             	R                     	                                	                        	                    	                     	R                        	                 	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	R                	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 29	X	 6	  57.00	    272.2700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	R                     	R                       	                 	R                             	R                         	               	                   	R               	R                           	T                           	                   	                    	R                            	R                   	R                     	                           	                           	                   	R                          	                              	                                	                 	                    	R                	                    	R                	T                    	R                	                 	                     	                  	                          	T                  	               	R                   	                       	                                	R                    	T             	                         	                            	T                            	T             	R                  	R                  	                              	                     	R                 	              	                   	                  	                        	R                  	                	                                	                         	                  	                         	                             	T                     	                                	                        	T                   	                     	                         	R                	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	R                       	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 30	X	 1	  57.00	    274.4700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MG                	                      	                        	                 	R                             	                          	               	                   	                	F                           	                            	                   	                    	R                            	                    	                      	R                          	                           	                   	                           	                              	                                	                 	R                   	R                	                    	                 	                     	                 	                 	R                    	                  	T                         	                   	               	                    	                       	C                               	                     	              	                         	                            	R                            	              	                   	                   	R                             	R                    	                  	              	                   	                  	                        	                   	                	                                	                         	                  	R                        	                             	R                     	                                	                        	                    	                     	                         	R                	                	                  	R                            	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 30	X	 2	  57.00	    275.9700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	                      	                        	                 	F                             	                          	               	                   	                	F                           	                            	                   	                    	                             	                    	                      	                           	                           	R                  	                           	R                             	                                	                 	R                   	R                	R                   	                 	R                    	                 	                 	R                    	R                 	R                         	                   	               	                    	                       	A                               	                     	C             	                         	                            	F                            	              	                   	                   	R                             	                     	                  	R             	                   	R                 	                        	                   	                	                                	                         	                  	F                        	                             	R                     	                                	                        	                    	                     	                         	                 	                	                  	R                            	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	                 	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108

  SR	                 	                 	C. hemisphaericus 	              	151	 908	A	 30	X	 3	  57.00	    277.4700	Locker   	Silicoflagellates/Ebridians/Actiniscidians   	               	MP                	R                     	R                       	                 	F                             	                          	               	                   	R               	F                           	                            	                   	                    	R                            	R                   	R                     	R                          	                           	                   	                           	                              	                                	                 	R                   	R                	R                   	R                	                     	                 	                 	                     	                  	                          	                   	               	R                   	                       	R                               	                     	              	R                        	                            	                             	              	                   	                   	                              	                     	R                 	              	                   	                  	                        	R                  	                	                                	                         	                  	                         	                             	R                     	                                	                        	                    	                     	                         	R                	                	                  	                             	                                    	                         	                       	                        	                        	                                 	                     	                    	                     	                        	                           	R                	                    	                             	                   	               	                                            	                  	                  	                 	                         	                       	                	            	from Leg 151SR; Ch 6; Tables 2&3; p. 105-108
